"Time","116001F","","116001F","","116001F","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 08/09/2010,    4331.424,     20,    4112.381,     20,    4550.299,     20, 
00:00:00 09/09/2010,    3858.565,     20,    3741.984,     20,    4112.381,     20, 
00:00:00 10/09/2010,    3529.698,     20,    3293.316,     20,    3741.984,     20, 
00:00:00 11/09/2010,    3036.357,     20,    2790.193,     20,    3293.316,     20, 
00:00:00 12/09/2010,    2567.219,     20,    2365.214,     20,    2790.193,     20, 
00:00:00 13/09/2010,    2230.262,     20,    2129.911,     20,    2365.214,     20, 
00:00:00 14/09/2010,    1994.846,     20,    1874.113,     20,    2129.911,     20, 
00:00:00 15/09/2010,    1778.162,     20,    1677.583,     20,    1874.113,     20, 
00:00:00 16/09/2010,    1584.944,     20,    1513.004,     20,    1677.583,     20, 
00:00:00 17/09/2010,    1476.843,     20,    1451.278,     20,    1513.004,     20, 
00:00:00 18/09/2010,    2278.916,     20,    1445.126,     20,    3614.328,     20, 
00:00:00 19/09/2010,    2841.793,     20,    2642.458,     20,    3582.965,     20, 
00:00:00 20/09/2010,    4342.793,     20,    3059.872,     20,    5168.621,     20, 
00:00:00 21/09/2010,    5941.358,     10,    5168.621,     10,    6322.190,     10, 
00:00:00 22/09/2010,    5914.833,     10,    5822.712,     10,    6132.715,     10, 
00:00:00 23/09/2010,    6349.842,     10,    6028.906,     10,    6801.754,     10, 
00:00:00 24/09/2010,    6629.959,     10,    6513.048,     10,    6782.443,     10, 
00:00:00 25/09/2010,    6316.527,     10,    6076.048,     10,    6513.048,     10, 
00:00:00 26/09/2010,    5750.088,     10,    5470.416,     10,    6076.048,     10, 
00:00:00 27/09/2010,    5255.627,     10,    5068.915,     10,    5470.416,     10, 
00:00:00 28/09/2010,    4920.742,     10,    4808.117,     10,    5068.915,     10, 
00:00:00 29/09/2010,    4942.606,     10,    4799.174,     10,    5223.226,     10, 
00:00:00 30/09/2010,    4843.229,     20,    4663.039,     20,    5141.405,     20, 
00:00:00 01/10/2010,    4230.477,     20,    3974.357,     20,    4663.039,     20, 
00:00:00 02/10/2010,    4012.415,     20,    3906.792,     20,    4182.840,     20, 
00:00:00 03/10/2010,    4451.025,     20,    3998.316,     20,    4727.851,     20, 
00:00:00 04/10/2010,    4706.811,     20,    4614.192,     20,    4736.750,     20, 
00:00:00 05/10/2010,    4104.945,     20,    3709.757,     20,    4614.192,     20, 
00:00:00 06/10/2010,    3391.897,     20,    3223.886,     20,    3709.757,     20, 
00:00:00 07/10/2010,    3013.992,     20,    2921.314,     20,    3223.886,     20, 
00:00:00 08/10/2010,    2737.440,     20,    2630.534,     20,    2921.314,     20, 
00:00:00 09/10/2010,    2943.121,     20,    2594.203,     20,    3520.930,     20, 
00:00:00 10/10/2010,    3751.676,     20,    3028.493,     20,    5305.349,     20, 
00:00:00 11/10/2010,    7516.999,     10,    5305.349,     10,    8826.192,     10, 
00:00:00 12/10/2010,    7503.074,     10,    6532.229,     10,    8601.120,     10, 
00:00:00 13/10/2010,    6250.046,     10,    5925.571,     10,    7121.178,     10, 
00:00:00 14/10/2010,   13829.994,     10,    7121.178,     10,   27237.125,     10, 
00:00:00 15/10/2010,   31219.482,     10,   24677.784,     10,   34681.047,     10, 
00:00:00 16/10/2010,   17191.773,     10,   12416.933,     10,   24677.784,     10, 
00:00:00 17/10/2010,   10266.582,     10,    8790.660,     10,   12416.933,     10, 
00:00:00 18/10/2010,    7986.781,     10,    7496.107,     10,    8790.660,     10, 
00:00:00 19/10/2010,    7150.284,     10,    6821.165,     10,    7496.107,     10, 
00:00:00 20/10/2010,    6525.309,     10,    6319.022,     10,    6821.165,     10, 
00:00:00 21/10/2010,    6965.882,     10,    6312.686,     10,    7873.934,     10, 
00:00:00 22/10/2010,    8007.999,     10,    7873.934,     10,    8044.315,     10, 
00:00:00 23/10/2010,    7574.324,     10,    7200.878,     10,    7933.982,     10, 
00:00:00 24/10/2010,    7054.540,     10,    6918.048,     10,    7200.878,     10, 
00:00:00 25/10/2010,    6571.721,     10,    6279.433,     10,    6918.048,     10, 
00:00:00 26/10/2010,    6047.706,     10,    5859.077,     10,    6279.433,     10, 
00:00:00 27/10/2010,    5693.143,     10,    5558.069,     10,    5859.077,     10, 
00:00:00 28/10/2010,    5444.981,     10,    5335.410,     10,    5558.069,     10, 
00:00:00 29/10/2010,    5229.908,     10,    5138.386,     10,    5335.410,     10, 
00:00:00 30/10/2010,    5060.006,     10,    4985.420,     10,    5138.386,     10, 
00:00:00 31/10/2010,    4904.464,     10,    4824.900,     10,    4985.420,     10, 
00:00:00 01/11/2010,    4760.504,     20,    4678.079,     20,    4824.900,     20, 
00:00:00 02/11/2010,    4538.012,     20,    4385.569,     20,    4678.079,     20, 
00:00:00 03/11/2010,    4602.356,     20,    4326.782,     20,    5785.387,     20, 
00:00:00 04/11/2010,    7951.961,     10,    5785.387,     10,    8662.378,     10, 
00:00:00 05/11/2010,    7017.205,     10,    6151.507,     10,    8165.059,     10, 
00:00:00 06/11/2010,    5705.245,     10,    5378.573,     10,    6151.507,     10, 
00:00:00 07/11/2010,    5153.374,     10,    4974.551,     10,    5378.573,     10, 
00:00:00 08/11/2010,    4891.091,     10,    4826.002,     10,    4974.551,     10, 
00:00:00 09/11/2010,    4786.313,     10,    4748.641,     10,    4826.002,     10, 
00:00:00 10/11/2010,    4802.689,     10,    4727.851,     10,    5023.728,     10, 
00:00:00 11/11/2010,    5978.450,     10,    5023.728,     10,    7034.774,     10, 
00:00:00 12/11/2010,    6656.442,     10,    6455.678,     10,    7034.774,     10, 
00:00:00 13/11/2010,    6786.965,     10,    6484.363,     10,    7210.685,     10, 
00:00:00 14/11/2010,   10609.934,     10,    7132.363,     10,   23458.119,     10, 
00:00:00 15/11/2010,   29781.020,     10,   21605.962,     10,   35143.071,     10, 
00:00:00 16/11/2010,   17077.892,     10,   14057.712,     10,   21605.962,     10, 
00:00:00 17/11/2010,   11508.046,     10,    9718.445,     10,   14057.712,     10, 
00:00:00 18/11/2010,    8716.983,     10,    7994.117,     10,    9718.445,     10, 
00:00:00 19/11/2010,    8415.709,     10,    7893.936,     10,    8928.922,     10, 
00:00:00 20/11/2010,    9250.070,     10,    7714.354,     10,   15792.711,     10, 
00:00:00 21/11/2010,   30968.840,     10,   15792.711,     10,   37131.869,     10, 
00:00:00 22/11/2010,   23660.370,     10,   19003.248,     10,   30412.887,     10, 
00:00:00 23/11/2010,   16778.408,     10,   15899.890,     10,   19003.248,     10, 
00:00:00 24/11/2010,   20940.946,     10,   16601.760,     10,   22735.555,     10, 
00:00:00 25/11/2010,   23653.608,     10,   20989.455,     10,   25124.645,     10, 
00:00:00 26/11/2010,   24145.907,     10,   20436.451,     10,   28192.839,     10, 
00:00:00 27/11/2010,   21657.529,     10,   17589.010,     10,   26810.439,     10, 
00:00:00 28/11/2010,   15304.462,     10,   14186.966,     10,   17589.010,     10, 
00:00:00 29/11/2010,   23392.393,     10,   15247.138,     10,   26542.815,     10, 
00:00:00 30/11/2010,   22587.963,     10,   21635.467,     10,   24462.951,     10, 
00:00:00 01/12/2010,   33211.528,     10,   22990.651,     10,   38977.114,     10, 
00:00:00 02/12/2010,   32905.826,     10,   29304.461,     10,   38007.101,     10, 
00:00:00 03/12/2010,   29744.898,     10,   29013.207,     10,   30249.115,     10, 
00:00:00 04/12/2010,   25402.409,     10,   21886.675,     10,   29223.461,     10, 
00:00:00 05/12/2010,   20273.955,     10,   19544.026,     10,   21886.675,     10, 
00:00:00 06/12/2010,   17655.670,     10,   16222.637,     10,   19544.026,     10, 
00:00:00 07/12/2010,   16769.464,     10,   16249.637,     10,   17644.349,     10, 
00:00:00 08/12/2010,   14565.121,     10,   13100.270,     10,   16452.504,     10, 
00:00:00 09/12/2010,   12664.632,     10,   12206.678,     10,   13100.270,     10, 
00:00:00 10/12/2010,   12016.015,     10,   11537.251,     10,   12206.678,     10, 
00:00:00 11/12/2010,   10647.835,     10,    9865.498,     10,   11537.251,     10, 
00:00:00 12/12/2010,   11333.140,     10,    9823.421,     10,   16034.112,     10, 
00:00:00 13/12/2010,   18787.476,     10,   16034.112,     10,   22257.763,     10, 
00:00:00 14/12/2010,   22200.590,     10,   18748.714,     10,   29580.379,     10, 
00:00:00 15/12/2010,   27744.777,     10,   26088.264,     10,   29759.314,     10, 
00:00:00 16/12/2010,   28343.173,     10,   26527.090,     10,   29889.691,     10, 
00:00:00 17/12/2010,   24954.611,     10,   22556.016,     10,   26527.090,     10, 
00:00:00 18/12/2010,   21082.227,     10,   19429.805,     10,   22556.016,     10, 
00:00:00 19/12/2010,   22634.665,     10,   18989.079,     10,   26307.418,     10, 
00:00:00 20/12/2010,   19257.353,     10,   16114.853,     10,   23005.685,     10, 
00:00:00 21/12/2010,   15705.479,     10,   15366.370,     10,   16819.618,     10, 
00:00:00 22/12/2010,   25777.047,     10,   16819.618,     10,   32717.952,     10, 
00:00:00 23/12/2010,  147445.743,     30,   32516.899,     30,  230517.145,     30, 
00:00:00 24/12/2010,  156468.598,     30,  120493.009,     30,  225093.947,     30, 
00:00:00 25/12/2010,  259998.638,     30,  125605.686,     30,  547195.007,     30, 
00:00:00 26/12/2010,  400909.399,     30,  215835.971,     30,  568094.864,     30, 
00:00:00 27/12/2010,  181662.936,     30,  173873.867,     30,  215835.971,     30, 
00:00:00 28/12/2010,  151574.756,     30,  131836.854,     30,  173873.867,     30, 
00:00:00 29/12/2010,  110765.766,     30,   92097.519,     30,  131836.854,     30, 
00:00:00 30/12/2010,   87846.763,     30,   80049.277,     30,   92097.519,     30, 
00:00:00 31/12/2010,   69424.971,     30,   61380.245,     30,   80049.277,     30, 
00:00:00 01/01/2011,   77520.427,     30,   61319.074,     30,   90804.845,     30, 
00:00:00 02/01/2011,   64547.777,     30,   59635.095,     30,   76866.020,     30, 
00:00:00 03/01/2011,   59970.289,     10,   56648.765,     10,   67294.628,     10, 
00:00:00 04/01/2011,   73643.308,     30,   61788.312,     30,   78322.119,     30, 
00:00:00 05/01/2011,   59610.679,     10,   51052.076,     10,   69507.936,     10, 
00:00:00 06/01/2011,   44753.281,     10,   38977.114,     10,   51052.076,     10, 
00:00:00 07/01/2011,   35300.009,     10,   32249.448,     10,   38977.114,     10, 
00:00:00 08/01/2011,   32442.543,     10,   31683.355,     10,   33121.181,     10, 
00:00:00 09/01/2011,   30791.629,     10,   29142.547,     10,   32533.618,     10, 
00:00:00 10/01/2011,   28411.864,     10,   24785.439,     10,   30150.965,     10, 
00:00:00 11/01/2011,   23818.449,     10,   21576.499,     10,   27825.293,     10, 
00:00:00 12/01/2011,   30655.856,     10,   27825.293,     10,   34749.389,     10, 
00:00:00 13/01/2011,   44057.365,     10,   34749.389,     10,   47209.738,     10, 
00:00:00 14/01/2011,   48203.649,     10,   40491.058,     10,   53378.352,     10, 
00:00:00 15/01/2011,   35780.616,     10,   34289.007,     10,   40491.058,     10, 
00:00:00 16/01/2011,   36810.977,     10,   34937.482,     10,   41769.259,     10, 
00:00:00 17/01/2011,   43113.458,     10,   40276.267,     10,   44934.783,     10, 
00:00:00 18/01/2011,   40127.902,     10,   39385.008,     10,   41534.295,     10, 
00:00:00 19/01/2011,   59466.890,     10,   41534.295,     10,   67693.493,     10, 
00:00:00 20/01/2011,   55242.652,     10,   48929.141,     10,   63284.890,     10, 
00:00:00 21/01/2011,   68809.010,     30,   50226.351,     30,   77056.402,     30, 
00:00:00 22/01/2011,   84463.922,     30,   71337.154,     30,   91945.109,     30, 
00:00:00 23/01/2011,   86673.700,     30,   74606.055,     30,   92173.767,     30, 
00:00:00 24/01/2011,   64188.090,     10,   56569.234,     10,   74606.055,     10, 
00:00:00 25/01/2011,   49148.475,     10,   41353.848,     10,   56569.234,     10, 
00:00:00 26/01/2011,   34644.324,     10,   29239.661,     10,   41353.848,     10, 
00:00:00 27/01/2011,   25670.793,     10,   22705.618,     10,   29239.661,     10, 
00:00:00 28/01/2011,   20556.195,     10,   18692.295,     10,   22705.618,     10, 
00:00:00 29/01/2011,   17184.377,     10,   15873.063,     10,   18692.295,     10, 
00:00:00 30/01/2011,   14855.332,     10,   14070.629,     10,   15873.063,     10, 
00:00:00 31/01/2011,   13347.486,     10,   12673.195,     10,   14070.629,     10, 
00:00:00 01/02/2011,   12088.253,     10,   11711.995,     10,   12673.195,     10, 
00:00:00 02/02/2011,   11568.554,     10,   11352.182,     10,   13442.544,     10, 
00:00:00 03/02/2011,  426588.825,     30,   13442.544,     30,  770034.303,     30, 
00:00:00 04/02/2011,  526441.062,     30,  349977.717,     30,  758299.066,     30, 
00:00:00 05/02/2011,  264510.298,     30,  208562.430,     30,  349977.717,     30, 
00:00:00 06/02/2011,  154864.579,     30,  112437.116,     30,  208562.430,     30, 
00:00:00 07/02/2011,   88318.906,     30,   68894.410,     30,  112437.116,     30, 
00:00:00 08/02/2011,   61482.319,     10,   53417.362,     10,   68894.410,     10, 
00:00:00 09/02/2011,   51260.108,     10,   49176.332,     10,   53730.044,     10, 
00:00:00 10/02/2011,   55405.074,     10,   53730.044,     10,   56370.600,     10, 
00:00:00 11/02/2011,   58038.292,     10,   54710.727,     10,   64606.076,     10, 
00:00:00 12/02/2011,   69879.964,     10,   64606.076,     10,   73568.866,     10, 
00:00:00 13/02/2011,   54548.825,     10,   49214.391,     10,   64606.076,     10, 
00:00:00 14/02/2011,   46699.891,     10,   42877.253,     10,   49214.391,     10, 
00:00:00 15/02/2011,   38404.265,     10,   34186.968,     10,   42877.253,     10, 
00:00:00 16/02/2011,   33685.446,     10,   33239.074,     10,   34186.968,     10, 
00:00:00 17/02/2011,   30643.344,     10,   27522.763,     10,   33796.656,     10, 
00:00:00 18/02/2011,   25677.110,     10,   24035.055,     10,   27522.763,     10, 
00:00:00 19/02/2011,   22692.472,     10,   21414.543,     10,   24035.055,     10, 
00:00:00 20/02/2011,   20541.368,     10,   19515.471,     10,   21429.274,     10, 
00:00:00 21/02/2011,   18524.885,     10,   17381.866,     10,   19515.471,     10, 
00:00:00 22/02/2011,   16528.830,     10,   15899.890,     10,   17381.866,     10, 
00:00:00 23/02/2011,   15806.724,     10,   15485.947,     10,   17381.866,     10, 
00:00:00 24/02/2011,   47340.308,     10,   17381.866,     10,   67357.570,     10, 
00:00:00 25/02/2011,   58948.082,     10,   50418.029,     10,   74497.796,     10, 
00:00:00 26/02/2011,   74237.150,     30,   72064.426,     30,   76699.570,     30, 
00:00:00 27/02/2011,   88654.928,     30,   72922.940,     30,  114328.844,     30, 
00:00:00 28/02/2011,  241219.673,     30,  114328.844,     30,  369649.010,     30, 
00:00:00 01/03/2011,  235540.700,     30,  164545.086,     30,  358432.735,     30, 
00:00:00 02/03/2011,  149678.271,     30,  134424.231,     30,  164545.086,     30, 
00:00:00 03/03/2011,  117297.869,     30,  100254.500,     30,  134424.231,     30, 
00:00:00 04/03/2011,   84509.099,     30,   68683.248,     30,  100254.500,     30, 
00:00:00 05/03/2011,   56718.833,     10,   47303.698,     10,   68683.248,     10, 
00:00:00 06/03/2011,   47815.210,     10,   44823.802,     10,   61054.388,     10, 
00:00:00 07/03/2011,  117248.587,     30,   61054.388,     30,  151334.007,     30, 
00:00:00 08/03/2011,  283965.161,     30,  130477.911,     30,  504188.456,     30, 
00:00:00 09/03/2011,  444811.191,     30,  378788.575,     30,  502876.688,     30, 
00:00:00 10/03/2011,  294665.210,     10,  262696.696,     10,  378788.575,     10, 
00:00:00 11/03/2011,  230191.650,     30,  192993.625,     30,  294459.021,     30, 
00:00:00 12/03/2011,  171217.301,     30,  151334.007,     30,  192993.625,     30, 
00:00:00 13/03/2011,  126522.772,     30,  110231.151,     30,  151334.007,     30, 
00:00:00 14/03/2011,  117371.167,     30,  110231.151,     30,  127174.580,     30, 
00:00:00 15/03/2011,  123766.967,     30,  118592.338,     30,  128836.743,     30, 
00:00:00 16/03/2011,  136299.646,     30,  107933.429,     30,  204221.910,     30, 
00:00:00 17/03/2011,  177284.367,     30,  151486.331,     30,  211761.736,     30, 
00:00:00 18/03/2011,  114383.101,     30,   81458.396,     30,  151486.331,     30, 
00:00:00 19/03/2011,   66701.972,     30,   56628.850,     30,   81458.396,     30, 
00:00:00 20/03/2011,   52677.255,     10,   51071.343,     10,   56628.850,     10, 
00:00:00 21/03/2011,   56403.344,     10,   52153.028,     10,   59958.576,     10, 
00:00:00 22/03/2011,   69381.595,     30,   59655.269,     30,   79715.794,     30, 
