"Time","120006B","","120006B","","120006B","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 17/08/1975,     584.156,      9,     581.818,      9,     584.237,      9, 
00:00:00 18/08/1975,     563.986,      9,     549.115,      9,     581.818,      9, 
00:00:00 19/08/1975,     567.066,      9,     549.115,      9,     584.237,      9, 
00:00:00 20/08/1975,     584.237,      9,     584.237,      9,     584.237,      9, 
00:00:00 21/08/1975,     611.688,      9,     584.237,      9,     659.621,      9, 
00:00:00 22/08/1975,     613.714,      9,     584.237,      9,     659.621,      9, 
00:00:00 23/08/1975,     633.824,      9,     614.477,      9,     653.443,      9, 
00:00:00 24/08/1975,     600.385,      9,     584.237,      9,     621.043,      9, 
00:00:00 25/08/1975,     607.020,      9,     588.686,      9,     621.043,      9, 
00:00:00 26/08/1975,     607.842,      9,     584.237,      9,     621.043,      9, 
00:00:00 27/08/1975,     597.244,      9,     549.115,      9,     621.043,      9, 
00:00:00 28/08/1975,     563.612,      9,     549.115,      9,     581.386,      9, 
00:00:00 29/08/1975,     560.878,      9,     549.115,      9,     621.043,      9, 
00:00:00 30/08/1975,     568.457,      9,     549.115,      9,     584.237,      9, 
00:00:00 31/08/1975,     530.862,      9,     483.754,      9,     556.027,      9, 
00:00:00 01/09/1975,     548.644,      9,     543.413,      9,     549.115,      9, 
00:00:00 02/09/1975,     530.306,      9,     515.678,      9,     549.115,      9, 
00:00:00 03/09/1975,     545.409,      9,     515.678,      9,     584.237,      9, 
00:00:00 04/09/1975,     543.569,      9,     513.864,      9,     584.237,      9, 
00:00:00 05/09/1975,     497.632,      9,     483.754,      9,     513.864,      9, 
00:00:00 06/09/1975,     483.403,      9,     475.926,      9,     483.754,      9, 
00:00:00 07/09/1975,     464.521,      9,     427.594,      9,     515.678,      9, 
00:00:00 08/09/1975,     575.165,      9,     515.678,      9,     621.043,      9, 
00:00:00 09/09/1975,     594.662,      9,     549.115,      9,     621.043,      9, 
00:00:00 10/09/1975,     591.953,      9,     584.237,      9,     620.103,      9, 
00:00:00 11/09/1975,     602.361,      9,     584.237,      9,     621.043,      9, 
00:00:00 12/09/1975,     643.972,      9,     587.200,      9,     699.710,      9, 
00:00:00 13/09/1975,     601.099,      9,     584.237,      9,     619.877,      9, 
00:00:00 14/09/1975,     601.720,      9,     584.237,      9,     621.043,      9, 
00:00:00 15/09/1975,     617.848,      9,     605.491,      9,     621.043,      9, 
00:00:00 16/09/1975,     603.042,      9,     584.237,      9,     621.043,      9, 
00:00:00 17/09/1975,     632.061,      9,     594.530,      9,     659.621,      9, 
00:00:00 18/09/1975,     635.764,      9,     584.237,      9,     699.710,      9, 
00:00:00 19/09/1975,     621.043,      9,     621.043,      9,     621.043,      9, 
00:00:00 20/09/1975,     621.043,      9,     621.043,      9,     621.043,      9, 
00:00:00 21/09/1975,     644.083,      9,     621.043,      9,     659.621,      9, 
00:00:00 22/09/1975,     790.728,      9,     659.621,      9,     967.942,      9, 
00:00:00 23/09/1975,     910.812,      9,     804.902,      9,    1095.811,      9, 
00:00:00 24/09/1975,     843.957,      9,     699.710,      9,     924.350,      9, 
00:00:00 25/09/1975,     989.612,      9,     924.350,      9,    1445.323,      9, 
00:00:00 26/09/1975,    1382.270,      9,    1133.438,      9,    1523.707,      9, 
00:00:00 27/09/1975,     950.486,      9,     924.350,      9,    1133.438,      9, 
00:00:00 28/09/1975,     984.271,      9,     924.350,      9,    1095.811,      9, 
00:00:00 29/09/1975,     901.368,      9,     833.371,      9,     924.350,      9, 
00:00:00 30/09/1975,     866.408,      9,     804.902,      9,     924.350,      9, 
00:00:00 01/10/1975,     785.117,      9,     740.102,      9,     843.091,      9, 
00:00:00 02/10/1975,     704.653,      9,     679.450,      9,     740.102,      9, 
00:00:00 03/10/1975,     654.856,      9,     621.043,      9,     679.450,      9, 
00:00:00 04/10/1975,     640.229,      9,     621.086,      9,     659.732,      9, 
00:00:00 05/10/1975,     733.733,      9,     659.732,      9,     804.902,      9, 
00:00:00 06/10/1975,     699.710,      9,     699.710,      9,     699.710,      9, 
00:00:00 07/10/1975,     695.862,      9,     681.264,      9,     699.710,      9, 
00:00:00 08/10/1975,     660.125,      9,     640.094,      9,     681.264,      9, 
00:00:00 09/10/1975,     625.795,      9,     621.043,      9,     640.094,      9, 
00:00:00 10/10/1975,     621.043,      9,     621.043,      9,     621.043,      9, 
00:00:00 11/10/1975,     621.043,      9,     621.043,      9,     621.043,      9, 
00:00:00 12/10/1975,     621.043,      9,     621.043,      9,     621.043,      9, 
00:00:00 13/10/1975,     599.133,      9,     549.115,      9,     621.043,      9, 
00:00:00 14/10/1975,     587.197,      9,     557.896,      9,     621.043,      9, 
00:00:00 15/10/1975,     595.972,      9,     549.115,      9,     659.621,      9, 
00:00:00 16/10/1975,     637.000,      9,     621.043,      9,     659.578,      9, 
00:00:00 17/10/1975,     667.105,      9,     633.701,      9,     755.870,      9, 
00:00:00 18/10/1975,     870.981,      9,     755.870,      9,     924.350,      9, 
00:00:00 19/10/1975,     849.654,      9,     804.902,      9,     924.350,      9, 
00:00:00 20/10/1975,     780.386,      9,     699.577,      9,     924.350,      9, 
00:00:00 21/10/1975,     819.353,      9,     659.621,      9,    1052.946,      9, 
00:00:00 22/10/1975,    1305.883,      9,    1052.946,      9,    1444.997,      9, 
00:00:00 23/10/1975,    1567.514,      9,    1444.997,      9,    2066.768,      9, 
00:00:00 24/10/1975,    8623.138,      9,    2066.768,      9,   14370.826,      9, 
00:00:00 25/10/1975,   16515.132,      9,   12357.878,      9,   19739.463,      9, 
00:00:00 26/10/1975,   10699.869,      9,    9736.546,      9,   12357.878,      9, 
00:00:00 27/10/1975,   13662.382,      9,   11202.227,      9,   15865.941,      9, 
00:00:00 28/10/1975,   24903.607,      9,   15865.941,      9,   30079.728,      9, 
00:00:00 29/10/1975,   26839.427,      9,   22425.237,      9,   30078.279,      9, 
00:00:00 30/10/1975,   17588.645,      9,   13703.805,      9,   22425.237,      9, 
00:00:00 31/10/1975,   11744.295,      9,   10624.435,      9,   13703.805,      9, 
00:00:00 01/11/1975,    9959.945,      9,    9407.837,      9,   10624.435,      9, 
00:00:00 02/11/1975,    8867.975,      9,    8187.134,      9,    9407.837,      9, 
00:00:00 03/11/1975,    7540.526,      9,    6827.489,      9,    8187.134,      9, 
00:00:00 04/11/1975,    6305.255,      9,    5763.907,      9,    6827.489,      9, 
00:00:00 05/11/1975,    5368.133,      9,    5038.934,      9,    5763.907,      9, 
00:00:00 06/11/1975,    4800.467,      9,    4575.355,      9,    5038.934,      9, 
00:00:00 07/11/1975,    4608.854,      9,    4405.190,      9,    6788.767,      9, 
00:00:00 08/11/1975,    9172.071,      9,    6788.767,      9,   12973.910,      9, 
00:00:00 09/11/1975,    7934.831,      9,    6871.997,      9,   10072.181,      9, 
00:00:00 10/11/1975,    8795.904,      9,    6667.013,      9,   10624.046,      9, 
00:00:00 11/11/1975,    6833.897,      9,    6156.518,      9,    7276.409,      9, 
00:00:00 12/11/1975,    8290.870,      9,    7276.409,      9,    8885.808,      9, 
00:00:00 13/11/1975,    7677.211,      9,    7189.906,      9,    8186.746,      9, 
00:00:00 14/11/1975,    7419.435,      9,    6898.349,      9,    8072.078,      9, 
00:00:00 15/11/1975,    7089.312,      9,    6767.366,      9,    8016.440,      9, 
00:00:00 16/11/1975,    7738.227,      9,    7189.128,      9,    8186.746,      9, 
00:00:00 17/11/1975,    6654.956,      9,    6139.800,      9,    7189.128,      9, 
00:00:00 18/11/1975,    5666.924,      9,    5234.026,      9,    6139.800,      9, 
00:00:00 19/11/1975,    4843.570,      9,    4404.672,      9,    5234.026,      9, 
00:00:00 20/11/1975,    3936.082,      9,    3508.574,      9,    4404.672,      9, 
00:00:00 21/11/1975,    3172.624,      9,    2954.923,      9,    3508.574,      9, 
00:00:00 22/11/1975,    2795.004,      9,    2586.298,      9,    2954.923,      9, 
00:00:00 23/11/1975,    2395.152,      9,    2262.470,      9,    2586.298,      9, 
00:00:00 24/11/1975,    2138.346,      9,    1969.877,      9,    2262.470,      9, 
00:00:00 25/11/1975,    1805.476,      9,    1691.885,      9,    1969.877,      9, 
00:00:00 26/11/1975,    1627.441,      9,    1606.090,      9,    1691.885,      9, 
00:00:00 27/11/1975,    1582.540,      9,    1523.707,      9,    1606.090,      9, 
00:00:00 28/11/1975,    1611.554,      9,    1537.186,      9,    1691.885,      9, 
00:00:00 29/11/1975,    1444.644,     59,    1383.912,     59,    1564.747,     59, 
00:00:00 30/11/1975,    1320.028,     59,    1225.930,     59,    1383.912,     59, 
00:00:00 01/12/1975,    1105.513,     59,    1006.733,     59,    1225.930,     59, 
00:00:00 02/12/1975,     918.630,     59,     821.059,     59,    1006.733,     59, 
00:00:00 03/12/1975,     736.949,     59,     684.979,     59,     821.059,     59, 
00:00:00 04/12/1975,     648.137,     59,     584.237,     59,     684.979,     59, 
00:00:00 05/12/1975,     662.746,      9,     599.833,      9,     699.710,      9, 
00:00:00 06/12/1975,     634.834,      9,     621.043,      9,     669.902,      9, 
00:00:00 07/12/1975,     615.930,      9,     601.387,      9,     621.043,      9, 
00:00:00 08/12/1975,     588.206,      9,     584.237,      9,     601.387,      9, 
00:00:00 09/12/1975,     598.602,      9,     584.237,      9,     621.043,      9, 
00:00:00 10/12/1975,     637.802,      9,     621.043,      9,     758.159,      9, 
00:00:00 11/12/1975,    2255.638,      9,     758.159,      9,   11074.857,      9, 
00:00:00 12/12/1975,   47178.711,      9,   11074.857,      9,   71090.136,      9, 
00:00:00 13/12/1975,   74346.111,      9,   47593.952,      9,   82122.985,      9, 
00:00:00 14/12/1975,   54850.673,      9,   30596.364,      9,   72365.035,      9, 
00:00:00 15/12/1975,   66850.880,      9,   17731.483,      9,  147892.177,      9, 
00:00:00 16/12/1975,  113038.287,      9,   80041.952,      9,  144880.763,      9, 
00:00:00 17/12/1975,   61930.175,      9,   44048.655,      9,   80041.952,      9, 
00:00:00 18/12/1975,   33355.640,      9,   25378.575,      9,   44048.655,      9, 
00:00:00 19/12/1975,   20986.146,      9,   17069.975,      9,   25378.575,      9, 
00:00:00 20/12/1975,   15184.085,      9,   13894.589,      9,   17069.975,      9, 
00:00:00 21/12/1975,   37228.104,      9,   14524.753,      9,  129679.959,      9, 
00:00:00 22/12/1975,  272702.172,      9,  129679.959,      9,  364380.425,      9, 
00:00:00 23/12/1975,  224102.953,      9,  198502.576,      9,  239195.550,      9, 
00:00:00 24/12/1975,  235981.601,      9,  202769.148,      9,  256039.792,      9, 
00:00:00 25/12/1975,  171179.818,      9,  129124.977,      9,  209862.403,      9, 
00:00:00 26/12/1975,  109778.598,      9,  101078.237,      9,  129124.977,      9, 
00:00:00 27/12/1975,  154498.168,      9,  107984.833,      9,  208091.507,      9, 
00:00:00 28/12/1975,  199620.337,      9,  188360.987,      9,  234113.486,      9, 
00:00:00 29/12/1975,  203225.592,      9,  157829.151,      9,  246223.845,      9, 
00:00:00 30/12/1975,  250415.387,      9,  156826.067,      9,  356815.111,      9, 
00:00:00 31/12/1975,  285890.113,      9,  233133.121,      9,  350250.598,      9, 
00:00:00 01/01/1976,  202895.032,      9,  184992.478,      9,  233133.121,      9, 
00:00:00 02/01/1976,  170594.149,      9,  158323.529,      9,  184992.478,      9, 
00:00:00 03/01/1976,  142409.831,      9,  123801.527,      9,  158323.529,      9, 
00:00:00 04/01/1976,  115552.335,      9,  108095.248,      9,  123801.527,      9, 
00:00:00 05/01/1976,   96868.084,      9,   88695.701,      9,  108095.248,      9, 
00:00:00 06/01/1976,   84206.007,      9,   79661.870,      9,   88695.701,      9, 
00:00:00 07/01/1976,   77024.611,      9,   73895.654,      9,   79661.870,      9, 
00:00:00 08/01/1976,   69717.150,      9,   67449.068,      9,   73895.654,      9, 
00:00:00 09/01/1976,   65271.665,      9,   61875.809,      9,   67449.068,      9, 
00:00:00 10/01/1976,   54642.651,      9,   47544.206,      9,   61875.809,      9, 
00:00:00 11/01/1976,   40998.767,      9,   34758.637,      9,   47544.206,      9, 
00:00:00 12/01/1976,   30066.518,      9,   26219.813,      9,   34758.637,      9, 
00:00:00 13/01/1976,   21966.560,      9,   17602.834,      9,   26219.813,      9, 
00:00:00 14/01/1976,   16011.558,      9,   14854.882,      9,   17602.834,      9, 
00:00:00 15/01/1976,   33363.930,      9,   16390.845,      9,   46620.231,      9, 
00:00:00 16/01/1976,   40193.912,      9,   30007.455,      9,   47150.900,      9, 
00:00:00 17/01/1976,   30093.182,      9,   27033.178,      9,   43495.046,      9, 
00:00:00 18/01/1976,   47913.571,      9,   43495.046,      9,   55002.154,      9, 
00:00:00 19/01/1976,   43876.535,      9,   34553.386,      9,   55002.154,      9, 
00:00:00 20/01/1976,   35756.792,      9,   32090.645,      9,   47953.887,      9, 
00:00:00 21/01/1976,   81618.272,      9,   47953.887,      9,  141193.844,      9, 
00:00:00 22/01/1976,  105891.953,      9,   80190.879,      9,  140511.394,      9, 
00:00:00 23/01/1976,   71056.720,      9,   66553.056,      9,   80190.879,      9, 
00:00:00 24/01/1976,   71671.932,      9,   62861.080,      9,   79167.413,      9, 
00:00:00 25/01/1976,   62414.557,      9,   61461.029,      9,   63279.895,      9, 
00:00:00 26/01/1976,   84248.190,      9,   63279.895,      9,  120253.638,      9, 
00:00:00 27/01/1976,   92487.719,      9,   77125.824,      9,  118144.570,      9, 
00:00:00 28/01/1976,   69168.172,      9,   64417.015,      9,   77125.824,      9, 
00:00:00 29/01/1976,   64105.349,      9,   63682.330,      9,   65166.725,      9, 
00:00:00 30/01/1976,   66239.738,      9,   64177.575,      9,   75563.891,      9, 
00:00:00 31/01/1976,   85582.722,      9,   75563.891,      9,   95052.043,      9, 
00:00:00 01/02/1976,   91689.405,      9,   85650.135,      9,   98320.522,      9, 
00:00:00 02/02/1976,   97584.139,      9,   86550.903,      9,  136626.463,      9, 
00:00:00 03/02/1976,  158896.597,      9,  136626.463,      9,  165332.579,      9, 
00:00:00 04/02/1976,  176914.433,      9,  158930.641,      9,  250961.666,      9, 
00:00:00 05/02/1976,  226876.277,      9,  190923.511,      9,  261490.725,      9, 
00:00:00 06/02/1976,  184524.583,      9,  176278.638,      9,  201437.300,      9, 
00:00:00 07/02/1976,  191126.117,      9,  186844.105,      9,  202477.321,      9, 
00:00:00 08/02/1976,  193788.588,      9,  181127.966,      9,  200882.464,      9, 
00:00:00 09/02/1976,  277847.837,      9,  172583.137,      9,  442619.366,      9, 
00:00:00 10/02/1976,  488282.178,      9,  442619.366,      9,  517257.234,      9, 
00:00:00 11/02/1976,  378711.382,      9,  276911.059,      9,  496995.115,      9, 
00:00:00 12/02/1976,  221809.442,      9,  172645.773,      9,  276911.059,      9, 
00:00:00 13/02/1976,  150848.970,      9,  136601.641,      9,  172645.773,      9, 
00:00:00 14/02/1976,  128364.603,      9,  120253.638,      9,  142426.715,      9, 
00:00:00 15/02/1976,  170024.991,      9,  129272.650,      9,  215453.781,      9, 
00:00:00 16/02/1976,  185925.209,      9,  160341.855,      9,  215341.964,      9, 
00:00:00 17/02/1976,  188452.143,      9,  150064.096,      9,  210530.709,      9, 
00:00:00 18/02/1976,  118454.632,      9,  104692.964,      9,  150064.096,      9, 
00:00:00 19/02/1976,   92101.466,      9,   79657.085,      9,  104692.964,      9, 
00:00:00 20/02/1976,   71831.051,      9,   64787.509,      9,   79657.085,      9, 
00:00:00 21/02/1976,   61240.500,      9,   56882.280,      9,   64787.509,      9, 
00:00:00 22/02/1976,   51329.966,      9,   46475.047,      9,   56882.280,      9, 
00:00:00 23/02/1976,   42398.108,      9,   39205.642,      9,   46475.047,      9, 
00:00:00 24/02/1976,   36547.290,      9,   35162.987,      9,   39205.642,      9, 
00:00:00 25/02/1976,   33062.402,      9,   29967.771,      9,   35162.987,      9, 
00:00:00 26/02/1976,   27661.288,      9,   25772.364,      9,   29967.771,      9, 
00:00:00 27/02/1976,   24881.803,      9,   23864.674,      9,   25772.364,      9, 
00:00:00 28/02/1976,   23110.256,      9,   21601.758,      9,   24547.018,      9, 
00:00:00 29/02/1976,   21481.851,      9,   20954.463,      9,   23677.805,      9, 
